Structure [idcode]	pKa	temp	method	type	group	basicOrAcidic	Row-ID	Neighbor Similarity OrgFunctions 96%	Neighbor Count	Neighbor	Neighbor Analysis X	Neighbor Analysis Y	t-SNE X	t-SNE Y	t-SNE Z	InChIKey	Total Molweight	Molweight	Monoisotopic Mass	cLogP	cLogS	H-Acceptors	H-Donors	Total Surface Area	Relative PSA	Polar Surface Area	Druglikeness	LE from pKa	LLE from pKa	LELP from pKa	Mutagenic	Tumorigenic	Reproductive Effective	Irritant	Nasty Functions	Shape Index	Molecular Flexibility	Molecular Complexity	Fragments	Non-H Atoms	Non-C/H Atoms	Metal-Atoms	Electronegative Atoms	Stereo Centers	Rotatable Bonds	Rings Closures	Small Rings	Aromatic Rings	Aromatic Atoms	sp3-Atoms	Symmetric atoms	Amides	Amines	Alkyl-Amines	Aromatic Amines	Aromatic Nitrogens	Basic Nitrogens	Acidic Oxygens	Stereo Configuration	Gini Selectivity Score	
daDL@@Pdfzvyjj`@	3.88	25	mean from 2	thermodynamic		acidic	50	1; 1; 1; 1; 1	5	7634; 4245; 2839; 1466; 980	0.18521443	0.616145	-22.99419396601171	6.004696260345314	0.9411533022305106	XCBNHDSVRQZWLH-UHFFFAOYSA-N	116.116	116.116	116.047345	-0.4624	-0.795	3	2	82.14	0.47772	57.53	-0.86647	1.4424	8.8736	-0.32058	none	none	none	none		0.625	0.55432	0.67701	1	8	3	0	3	0	1	1	1	0	0	6	1	0	0	0	0	0	0	1		0.96566	
daDL@@QdfyVyii`@	3.94	20	mean from 4	a1/thermodynamic		acidic	52	1; 1; 1; 1; 1; 1	6	2837; 1473; 1469; 48; 49; 51	0.8658778	0.05123655	-13.082471875293642	-0.3457312611108537	-12.266358458179438	IHCCAYCGZOLTEU-UHFFFAOYSA-N	112.084	112.084	112.016045	0.2794	-1.287	3	1	87.05	0.46238	50.44	-0.23887	1.4412	8.1251	0.19386	none	none	none	none		0.625	0.46471	0.7083	1	8	3	0	3	0	1	1	1	1	5	1	0	0	0	0	0	0	0	1		0.95016	
daDL@@Qdfyrijjdp`j@@	4.76	25	potentiometric	a1/apparent		acidic	53	1	1	54	-0.6462231	-0.51343596	-23.830216453008497	0.5325802087707507	-1.6164502288659828	LAWCUGGFTNCCKX-QWWZWVQMSA-N	116.116	116.116	116.047345	-0.4052	-0.704	3	1	85.12	0.42458	46.53	-0.50468	1.4272	8.7276	-0.28392	none	none	none	none		0.75	0.50152	0.69315	1	8	3	0	3	2	2	1	1	0	0	6	0	0	0	0	0	0	0	1	racemate	0.93014	
daDL@@Qdfyrijjdr`j@@	4.47	25	potentiometric	a1/apparent		acidic	54	1	1	53	-0.66520864	-0.50160587	-23.843952002566464	0.532893729993251	-1.6169505043070467	LAWCUGGFTNCCKX-IUYQGCFVSA-N	116.116	116.116	116.047345	-0.4052	-0.704	3	1	85.12	0.42458	46.53	-0.50468	1.4318	8.7549	-0.28299	none	none	none	none		0.75	0.50152	0.69315	1	8	3	0	3	2	2	1	1	0	0	6	0	0	0	0	0	0	0	1	racemate	0.93037	
daDLB@KnyIf^fZfh@@	12.9		spectrophotometric	2/apparent		acidic	55	1	1	46	-0.77475303	-0.03691472	-16.24586960598598	-0.6468200257728228	-8.825789569253729	CRTGSPPMTACQBL-UHFFFAOYSA-M	113.092	113.092	113.023870	-2.3494	-1.166	3	1	82.07	0.49251	60.36	-0.89799	1.3529	10.239	-1.7365	none	none	none	none		0.625	0	0.77276	1	8	3	0	3	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0		0.94562	
daDL`Bi`bDfYjzif`@	2.13	25	potentiometric	a/apparent		acidic	56		0		-0.6659442	0.67320675	-23.15586671207548	-3.5904753195537107	0.8651233272106621	DJEJYZZJYYNADA-UHFFFAOYSA-N	134.518	134.518	133.977072	-0.4436	-0.952	3	0	87.18	0.41386	43.37	-5.6281	1.4871	9.1152	-0.29831	high	none	high	high		0.625	0	0.76113	1	8	4	0	4	1	0	1	1	0	0	3	0	0	0	0	0	0	0	0	unknown chirality	0.97679	
daDL`Bi`kDfYjzif`@	2.31	25	potentiometric	a/apparent		acidic	57		0		-0.18902133	0.94982	-23.17297207283084	-3.5736068022398153	0.8692008982791978	PYWNZDJGHRWMJR-UHFFFAOYSA-N	225.965	225.965	225.912693	-0.0602	-0.675	3	0	98.04	0.36801	43.37	-0.087088	1.481	8.6966	-0.040648	none	none	none	none	sec./tert. alkyl-bromide/iodide	0.625	0	0.76113	1	8	4	0	4	1	0	1	1	0	0	3	0	0	0	0	0	0	0	0	unknown chirality	0.94692	
daDL`Bi`qDfYjzif`@	2.23	25	potentiometric	a/apparent		acidic	58		0		0.033582333	-0.96714485	-23.17547416853298	-3.5718752440303403	0.8673428373413131	NQUQLVPYLYIBBR-UHFFFAOYSA-N	178.969	178.969	177.926556	-0.3126	-1.094	3	0	90.39	0.39916	43.37	-12.507	1.4836	8.9643	-0.2107	high	none	high	none	sec./tert. alkyl-bromide/iodide	0.625	0	0.76113	1	8	4	0	4	1	0	1	1	0	0	3	0	0	0	0	0	0	0	0	unknown chirality	0.98731	
daD`@@`nReepiZj@@	9.85	25		apparent		acidic	59	1; 1; 1	3	7278; 7277; 1490	0.53401524	0.7167308	-0.5321678970932844	-5.692786033535986	2.3326634391068812	MIIKMZAVLKMOFM-UHFFFAOYSA-N	112.136	112.136	112.074896	-0.0812	-2.206	4	1	93.02	0.47388	56.73	-0.042294	1.373	8.0878	-0.05914	none	none	none	none		0.625	0	0.67701	1	8	4	0	4	0	0	1	1	1	5	3	3	0	0	0	0	3	0	0		0.96328	
daD`@@aLReupffj@@	5.61	25	potentiometric	a/apparent		acidic	60	1; 1; 1; 1	4	7780; 7577; 7279; 61	0.019828705	-0.44971997	-11.342197823901845	-12.995821724158661	-0.8263067855347699	JAHCQVVOKAFXQU-UHFFFAOYSA-N	112.136	112.136	112.074896	0.3864	-0.81	4	1	98.89	0.47426	54.46	-2.455	1.4149	7.8646	0.27309	none	none	none	none		0.75	0.57678	0.65976	1	8	4	0	4	0	2	1	1	1	5	3	0	0	0	0	0	4	0	0		0.97062	
daD`@@aLRevpffj@@	5.55	25	potentiometric	a/apparent		acidic	61	1; 1; 1; 1	4	7780; 7577; 7279; 60	0.017836636	-0.42732736	-8.026238168892181	-10.287137473126164	5.86883827205029	RFFXUEDBNNOGDO-UHFFFAOYSA-N	112.136	112.136	112.074896	0.3595	-0.908	4	1	96.13	0.48788	54.46	-0.55465	1.4157	7.8962	0.25393	none	none	none	none		0.625	0.39787	0.65976	1	8	4	0	4	0	1	1	1	1	5	3	1	0	0	0	0	4	0	0		0.96737	
daD`@@rfRf^k```@@	9.33	20		a1/apparent		acidic	63	1; 0.96832; 0.96832; 0.9615; 1; 1	6	2854; 2357; 988; 313; 62; 64	0.22645743	-0.18461552	2.2979782063102157	26.057415913224638	-0.8040840883311257	PPAULTVPKLVLII-UHFFFAOYSA-N	110.120	110.120	110.059246	-0.9068	-1.289	4	2	87.82	0.59759	77.82	-1.9084	1.377	8.9369	-0.65851	none	none	none	none	1,2-diamino-aryl	0.625	0	0.69315	1	8	4	0	4	0	0	1	1	1	6	0	0	0	1	0	1	2	0	0		0.91557	
daD``Dpj@HrJIPdtuT`@	7.97	30	potentiometric	a1/apparent		acidic	65	1	1	7781	0.2874531	-0.55411726	-0.9640106063297692	-6.4555165710589595	2.2138189554912966	KBKNKJFPVHUXCW-UHFFFAOYSA-N	130.175	130.175	130.031316	-0.1315	-3.453	4	1	96.62	0.69023	95.53	-2.3792	1.3888	8.23	-0.094688	none	none	none	none		0.625	0	0.77276	1	8	5	0	5	0	0	1	1	1	5	3	0	0	0	0	0	3	0	0		0.96783	
daE@B@HIrRJHmpT@@@	12.2	21	potentiometric	a/apparent		acidic	116	1; 1; 1; 1; 1; 1	6	7803; 2897; 96; 98; 99; 100	-0.23170434	0.23652235	2.255428107953891	25.995107244109768	-0.9274769458190755	SSDQZFNBHWFLIZ-UHFFFAOYSA-O	109.151	109.151	109.076573	-3.5908	-1.085	2	1	91.34	0.19739	29.9	-2.2322	1.3571	11.504	-2.646	none	none	none	none		0.625	0	0.65976	1	8	2	0	2	0	0	1	1	1	6	1	0	0	0	0	0	1	0	0		0.94084	
daE@`LH@aIYZfijd@@	8.88	25	potentiometric	a2/apparent		acidic	138	0.95174; 0.95174; 1; 1; 1	5	7823; 7822; 7820; 7819; 139	-0.5006673	0.25756994	-7.029464163436104	-9.765372754103687	4.981773689585867	UVWSKIZHAMYEAZ-UHFFFAOYSA-N	128.199	128.199	128.040818	0.0797	-0.752	2	0	103.1	0.39234	56.62	-2.3727	1.3807	7.9719	0.057723	high	none	none	none		0.625	0.32586	0.69315	1	8	3	0	3	0	1	1	1	1	5	3	0	0	0	0	0	2	1	0		0.96644	
daED@BXDR[e[fff@@	3.84	18	potentiometric	a/thermodynamic		acidic	144	1; 1	2	3325; 2928	0.009362934	-0.65691996	-12.958744309167248	-0.5423326664417066	-11.938125270287935	KOPFEFZSAMLEHK-UHFFFAOYSA-N	112.088	112.088	112.027278	-0.9077	-0.226	4	2	85.69	0.59634	65.98	1.6857	1.4432	9.3234	-0.62897	none	none	low	none		0.625	0.29983	0.7083	1	8	4	0	4	0	1	1	1	1	5	1	0	0	0	0	0	2	0	1		0.9623	
daED@DpNrJJHdsUS@@	11.4	25		a1/apparent	N-H	acidic	146	1	1	2933	-0.60947734	0.6709397	-9.098379225527637	-11.510542491958057	7.876273404973004	RHYBFKMFHLPQPH-UHFFFAOYSA-N	114.104	114.104	114.042928	-0.8628	-0.396	4	1	83.28	0.4934	49.41	3.28	1.3621	8.8059	-0.63342	none	none	none	none		0.625	0	0.69315	1	8	4	0	4	0	0	1	1	0	0	2	0	2	0	0	0	0	0	0		0.95977	
daEDADHNJ^yIe^f`@`@@	5.73	22	mean from 3	a1/apparent		acidic	148	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	13	2943; 2942; 2941; 2937; 2936; 1566; 1565; 155; 154; 152; 151; 149; 147	0.32276255	-0.20239872	-5.423192540621018	25.04057020908891	-7.7826112001104875	BGRDGMRNKXEXQD-UHFFFAOYSA-N	112.088	112.088	112.027278	-1.6403	-0.828	4	2	73.69	0.52042	70.32	-2.0883	1.4134	9.8821	-1.1606	none	none	none	none		0.75	0	0.65976	1	8	4	0	4	0	0	1	1	1	6	2	0	0	0	0	0	2	2	0		0.93537	
daEDADXNZ^yIeVf`@`@@	5.4	20	potentiometric	a/apparent		acidic	149	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	13	2943; 2942; 2941; 2937; 2936; 1566; 1565; 155; 154; 152; 151; 147; 148	0.30930477	-0.18281665	-5.979917773263269	24.723261620438336	-8.849497894907751	DUFGYCAXVIUXIP-UHFFFAOYSA-N	112.088	112.088	112.027278	-3.448	-1.07	4	2	73.69	0.52042	70.32	-2.0883	1.4178	11.716	-2.432	none	none	none	none		0.625	0	0.67701	1	8	4	0	4	0	0	1	1	1	6	2	0	0	0	0	0	2	2	0		0.93944	
daEDAHHDbTyInUnZfd@@	10.6		spectrophotometric	a/apparent		acidic	150		0		-0.9325128	-0.288258	-9.978946173667357	-13.415903144688858	-3.399696709210358	FTBBGQKRYUTLMP-UHFFFAOYSA-N	112.088	112.088	112.027278	-0.1881	-1.625	4	1	86.5	0.51341	61.61	-5.4759	1.3675	8.1628	-0.13755	none	none	none	none	aromatic nitro	0.625	0.35862	0.7083	1	8	4	0	4	0	1	1	1	1	5	1	0	0	0	0	0	1	0	1		0.95008	
daEDBDHNRTfUzZ@B@@	-2.2	20	spectrophotometric	a1/apparent		acidic	152	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	13	2943; 2942; 2941; 2937; 2936; 1566; 1565; 155; 154; 147; 148; 149; 151	0.33695	-0.15086219	-5.419524873097407	25.052365011241463	-7.798935750353182	BGRDGMRNKXEXQD-UHFFFAOYSA-O	113.096	113.096	113.035103	-0.0623	-0.828	4	3	72.51	0.51262	67.49	-2.1875	NaN	NaN	NaN	none	none	none	none		0.75	0	0.65976	1	8	4	0	4	0	0	1	1	1	6	2	0	0	0	0	0	2	2	0		0.93458	
daEDBDhNjTfVRYjihp`@	5.9		potentiometric	a1/apparent		acidic	153		0		-0.94785786	-0.040824402	-16.137666844309834	-5.402914871552879	9.764311416209383	YDNMHDRXNOHCJH-REOHCLBHSA-O	115.112	115.112	115.050753	-5.1506	-0.496	4	2	80.95	0.64262	73.81	2.0245	1.4112	13.38	-3.6499	none	none	none	none		0.625	0	0.74893	1	8	4	0	4	1	0	1	1	0	0	3	0	1	1	1	0	0	1	0	racemate	0.92937	
daEDBJXBKdfYvzB@@@	11.61	20	potentiometric	a3/apparent		acidic	154	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	13	2943; 2942; 2941; 2937; 2936; 1566; 1565; 155; 147; 148; 149; 151; 152	0.34070784	-0.17340721	0.6887850818606075	21.099005035060436	-8.252353969482593	URCOLWAKIPNTEM-UHFFFAOYSA-M	111.080	111.080	111.019453	-1.8216	-0.545	4	1	84.66	0.58257	69.07	-1.8163	1.3608	9.7568	-1.3387	none	none	none	none		0.625	0	0.64124	1	8	4	0	4	0	0	1	1	1	6	2	0	0	0	0	0	2	2	0		0.92986	
daEH@BXDf[Vyii`@	11.85		spectrophotometric	a/apparent		acidic	156		0		0.7334251	0.66029644	-4.944047683989837	-6.64023229766064	-5.560267452874101	BHTZCIGVYSJBQB-UHFFFAOYSA-N	110.116	110.116	110.048013	-0.5216	-0.897	3	1	91.6	0.41485	45.75	1.8108	1.3592	8.4479	-0.38374	none	none	high	none		0.625	0.46471	0.7083	1	8	3	0	3	0	1	1	1	1	5	1	0	0	0	0	0	2	0	0		0.90549	
daEH@BhDfYVz@`@@	9.5	20		a2/apparent		acidic	157		0		-0.850798	0.20471421	0.7116266287196713	23.551288861210885	-3.5061011899592427	BMTSZVZQNMNPCT-UHFFFAOYSA-N	110.116	110.116	110.048013	-0.0129	-1.126	3	2	86.89	0.45276	59.14	-1.8789	1.3757	8.0352	-0.009377	none	none	none	none		0.625	0	0.69315	1	8	3	0	3	0	0	1	1	1	6	1	0	0	0	0	0	1	1	0		0.86745	
daEH@DHDfyVyjjhp`@	8.82		potentiometric	a/apparent		acidic	159	1	1	2957	0.77086645	-0.114266105	-19.08037073272636	1.6072153542151582	6.978347235196832	VLJNHYLEOZPXFW-BYPYZUCNSA-N	114.147	114.147	114.079313	-0.9469	-0.784	3	2	91.51	0.4346	55.12	0.13337	1.3812	9.0014	-0.68555	none	none	none	none		0.625	0.42024	0.7083	1	8	3	0	3	1	1	1	1	0	0	5	0	1	1	1	0	0	1	0	racemate	0.95703	
daEHBBXBeIeZf`@`@@	1.74	20	potentiometric	a/apparent		acidic	171	1; 1	2	7837; 7836	0.07824088	-0.8262455	-1.7837214954126175	20.266136513284017	-8.612270785410237	LYRQZIKBKCAHTC-UHFFFAOYSA-O	111.124	111.124	111.055838	-2.5452	-0.268	3	1	87.93	0.30513	37	-2.1495	1.5021	11.305	-1.6944	none	none	none	none		0.625	0	0.67701	1	8	3	0	3	0	0	1	1	1	6	2	0	0	0	0	0	2	1	0		0.96947	
daEHBDHDeIf]n``@@@	2.1			a/apparent		acidic	172		0		0.12253639	0.9261008	0.6690714433021648	23.014213881548574	-3.858153338586026	JADBQNNRRQRIFM-UHFFFAOYSA-O	111.124	111.124	111.055838	-0.4329	-3.434	3	2	85.43	0.36439	50.13	-2.1875	1.4881	9.1107	-0.29091	none	none	none	none		0.625	0	0.69315	1	8	3	0	3	0	0	1	1	1	6	1	0	0	0	0	0	1	0	0		0.88211	
daEHBDXDeIfUn`H@@@	-0.04	20	spectrophotometric	a/apparent		acidic	174	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	22	7844; 7843; 7842; 7841; 7840; 7839; 7838; 7835; 7832; 7831; 4653; 3865; 3864; 3846; 3845; 175; 176; 166; 167; 168; 169; 173	0.45028344	0.2257017	0.8995291509477111	20.09371539223523	-7.755131961802732	AXDPIARTQUKALL-UHFFFAOYSA-O	111.124	111.124	111.055838	-4.2601	0.082	3	1	87.93	0.30513	37	-2.1495	NaN	NaN	NaN	none	none	none	none		0.625	0	0.69315	1	8	3	0	3	0	0	1	1	1	6	2	0	0	0	0	0	2	0	0		0.95957	
daEHBDXFeIe^f`@`@@	1.91	20	mean from 2	a/apparent		acidic	175	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	22	7844; 7843; 7842; 7841; 7840; 7839; 7838; 7835; 7832; 7831; 4653; 3865; 3864; 3846; 3845; 166; 167; 168; 169; 173; 174; 176	0.47139233	0.21095556	-1.7851665552606881	20.136316925344858	-8.651931225780213	NWLPRJINWFMRHH-UHFFFAOYSA-O	111.124	111.124	111.055838	-3.8215	-0.504	3	1	87.93	0.30513	37	-2.1495	1.4952	12.54	-2.5559	none	none	none	none		0.75	0	0.65976	1	8	3	0	3	0	0	1	1	1	6	2	0	0	0	0	0	2	1	0		0.96249	
daEHBHHHeIf]n``@@@	2.67		potentiometric	a/apparent		acidic	177		0		-0.7779961	0.2986839	0.7140279487947303	23.149007486102498	-3.7187639814196647	KTPMVZCGIJJWCD-UHFFFAOYSA-O	111.124	111.124	111.055838	-1.2625	-3.806	3	2	85.43	0.36439	50.13	-2.2501	1.4702	9.836	-0.85871	none	none	none	none		0.625	0	0.64124	1	8	3	0	3	0	0	1	1	1	6	1	0	0	0	0	0	1	0	1		0.88774	
daEH`Hh`BLdRbNUSMP@@	6.89	25	potentiometric	a/apparent		acidic	178		0		0.8039238	0.49913102	-5.196434265841278	-5.558255429026568	-6.874783443883379	XFNCIUSUSNFNAT-UHFFFAOYSA-N	130.171	130.171	130.020083	1.5181	0.234	3	1	99.09	0.55909	74.25	0.3825	1.3996	6.6437	1.0846	none	none	none	none		0.75	0.43576	0.7083	1	8	4	0	4	0	1	1	1	1	5	3	0	0	0	0	0	2	1	0		0.89243	
daEH`LJ`BLdTTNMSSP@@	4.98	25	potentiometric	a1/thermodynamic		acidic	179	0.95174; 0.95174; 0.95174	3	7827; 7821; 7305	0.26105845	-0.24090092	-11.846762808614042	-13.197805483556976	-0.46404184962361333	OZNOHWKQLWLLAG-UHFFFAOYSA-N	130.171	130.171	130.020083	0.7272	-1.593	3	1	98.74	0.57322	76.38	-0.45741	1.4238	7.5756	0.51075	none	none	none	none		0.75	0.32586	0.7083	1	8	4	0	4	0	1	1	1	1	5	2	0	0	0	0	0	1	1	0		0.96975	
daEHaDq`Q@yIRYVkh@`@@	7.18		potentiometric	a/apparent		acidic	181		0		-0.34110928	0.64419353	-6.16263170295121	24.734627179176968	-9.07814461993178	NGXVPIDNNNKQIL-UHFFFAOYSA-N	175.049	175.049	175.948883	-1.6311	-1.031	3	2	59.41	0.40515	47.26	-2.1875	1.3966	9.775	-1.1679	none	none	none	none	unwanted atom	0.625	0	0.67701	1	8	4	0	4	0	0	1	1	1	6	1	0	0	0	0	0	2	2	0		0.90607	
daF@PL@HPHR[e[fjj@@	2.97	23	mean from 2	a1/apparent	S-H	acidic	218	1; 1	2	1323; 431	0.5421108	0.5404169	3.8790353043950554	-0.3403268436276252	14.443446706903568	VSWDORGPIHIGNW-UHFFFAOYSA-N	147.265	147.265	147.017639	1.3655	-2.216	1	0	113.91	0.47546	74.13	-0.70513	1.4623	7.1617	0.93381	high	high	high	none		0.625	0.3874	0.59947	1	8	3	0	3	0	0	1	1	0	0	6	2	0	0	0	0	0	0	0		0.90289	
daF@bB@HJTfUjZ@B@@	2.27	20	potentiometric	a/apparent		acidic	234	1; 1; 1; 1; 1; 1; 1	7	7878; 7877; 7876; 7875; 7866; 7865; 235	0.6065249	0.21285772	18.459908741550446	16.055518618887625	4.134872749295359	YLRKFAYBIJBIOW-UHFFFAOYSA-O	126.203	126.203	126.037744	-3.3239	-1.59	1	0	98.68	0.25709	42.68	-4.865	1.4823	11.968	-2.2424	none	none	none	none		0.625	0	0.67701	1	8	2	0	2	0	0	1	1	1	6	2	0	0	0	0	0	1	0	0		0.96419	
daF@bD@HRTfYVz@`@@	-1.42	24	mean from 2	a/apparent		acidic	235	1; 1; 1; 1; 1; 1; 1	7	7878; 7877; 7876; 7875; 7866; 7865; 234	0.6258897	0.20565674	17.594339338606428	15.340415679079157	3.0780888630668475	UHOAUPKGWPQNDM-UHFFFAOYSA-O	126.203	126.203	126.037744	-3.2265	-1.353	1	0	98.68	0.25709	42.68	-4.865	NaN	NaN	NaN	none	none	none	none		0.625	0	0.69315	1	8	2	0	2	0	0	1	1	1	6	2	0	0	0	0	0	1	0	0		0.96274	
daFD@BADfyVyjZP@	4.35	20	mean from 5	a1/thermodynamic		acidic	237	1; 1; 1; 1; 1; 1; 1; 1; 1	9	3061; 3060; 3055; 3054; 3053; 3051; 3043; 239; 236	-0.57548195	-0.37044156	-14.137738177450357	-10.682524643019462	-6.092943113646475	WRHZVMBBRYBTKZ-UHFFFAOYSA-N	111.100	111.100	111.032029	-0.0788	-0.677	3	2	86.93	0.46164	53.09	2.0725	1.4339	8.4403	-0.054956	none	none	none	none		0.625	0.34317	0.7083	1	8	3	0	3	0	1	1	1	1	5	1	0	0	0	0	0	1	0	1		0.96152	
daFD@DAdfUjyjf`@	11.43	25	potentiometric	a/thermodynamic		acidic	238	1; 0.95174; 1; 0.95174; 0.95174; 0.95174	6	7879; 7065; 4442; 3933; 1683; 1166	-0.03888125	0.23993383	-8.548604224846235	-4.35075723062726	6.341822527096024	KNCYXPMJDCCGSJ-UHFFFAOYSA-N	113.116	113.116	113.047679	-0.3879	-1.089	3	1	88.24	0.42543	46.17	-3.7084	1.3619	8.3299	-0.28482	none	none	none	none		0.625	0.16183	0.65976	1	8	3	0	3	0	0	1	1	0	0	3	3	1	0	0	0	0	0	0		0.9629	
daFD@FADfyVyii`@	4.98	20	mean from 2	a1/apparent		acidic	239	1; 1; 1; 1; 1; 1; 1; 1; 1	9	3061; 3060; 3055; 3054; 3053; 3051; 3043; 236; 237	-0.59488535	-0.35906065	-13.006542265344743	-0.509112912775936	-11.97283319428479	DOYOPBSXEIZLRE-UHFFFAOYSA-N	111.100	111.100	111.032029	-0.1328	-0.653	3	2	86.93	0.46164	53.09	0.735	1.4238	8.4356	-0.093271	none	none	none	none		0.625	0.46471	0.7083	1	8	3	0	3	0	1	1	1	1	5	1	0	0	0	0	0	1	0	1		0.95854	
daFD@FCdig|jfV`bd	10.82	25		apparent		acidic	240	1	1	241	-0.3926633	-0.5505461	-5.215068513163872	-3.650352093912778	-9.95644976564219	UYTMLDBQFLIQJA-UHFFFAOYSA-N	111.100	111.100	111.032029	1.403	-1.997	3	1	94.06	0.41165	45.73	-0.50763	1.366	6.5628	1.0271	high	none	none	none		0.75	0.42719	0.64124	1	8	3	0	3	0	1	1	1	1	5	1	0	0	0	0	0	0	0	0		0.90759	
daFD@FCdig|jfV`bh	10.85	25		apparent		acidic	241	1	1	240	-0.40736055	-0.56425786	-5.213614183306342	-3.649046508083832	-9.963081672113278	UYTMLDBQFLIQJA-UHFFFAOYSA-N	111.100	111.100	111.032029	1.403	-1.997	3	1	94.06	0.41165	45.73	-0.50763	1.3658	6.5616	1.0272	high	none	none	none		0.75	0.19994	0.64124	1	8	3	0	3	0	1	1	1	1	5	1	0	0	0	0	0	0	0	0		0.9079	
daFDABAbenRYVkh@`@@	6.4			a/apparent	H%+&	acidic	242	1; 1; 1; 1	4	258; 256; 246; 245	-0.62144953	0.46561313	-1.6293708881903597	19.636456406842168	-8.565307783458112	YMEZKRMAPQIBQH-UHFFFAOYSA-N	111.100	111.100	111.032029	-0.1625	-2.909	3	1	81.66	0.33505	45.69	-3.785	1.4051	8.3563	-0.11565	none	none	none	none		0.625	0	0.67701	1	8	3	0	3	0	0	1	1	1	6	2	0	0	0	0	0	1	0	1		0.89497	
daFDAF@byiRYg[hH@@@	9.6	22.5	spectrophotometric	a2/apparent	3-hydroxy	acidic	244	1; 1; 1; 1	4	253; 252; 243; 247	-0.39598837	-0.42772722	0.6322196244560125	21.834514798131426	-8.340298274435588	ZCUUVWCJGRQCMZ-UHFFFAOYSA-N	111.100	111.100	111.032029	-3.5885	-0.229	3	2	74.93	0.36541	57.43	-2.4469	1.3749	11.606	-2.61	none	none	none	none		0.625	0	0.69315	1	8	3	0	3	0	0	1	1	1	6	2	0	0	0	0	0	1	1	0		0.89095	
daFDAFCfgnRYWih@H@@	5.76	25	potentiometric	a2/apparent		acidic	245	1; 1; 1; 1	4	258; 256; 246; 242	-0.6198039	0.44424602	-1.601107865553798	19.472918509245815	-8.61738870510255	DZNMBUOUGMTZRA-UHFFFAOYSA-N	111.100	111.100	111.032029	-0.1625	-2.909	3	1	81.66	0.33505	45.69	-3.785	1.413	8.4021	-0.11501	none	none	none	none		0.75	0	0.59947	1	8	3	0	3	0	0	1	1	1	6	2	2	0	0	0	0	1	0	1		0.89355	
daFDAH@hdnRYg[hH@@@	5.98	23	mean from 4	a2/apparent		acidic	246	1; 1; 1; 1	4	258; 256; 242; 245	-0.64088047	0.4707294	0.6907519065075818	19.77259550802464	-7.986324584768	SNUSZUYTMHKCPM-UHFFFAOYSA-N	111.100	111.100	111.032029	-2.5089	-3.434	3	1	84.44	0.35694	47.17	-2.585	1.4102	10.732	-1.7791	none	none	none	none		0.625	0	0.64124	1	8	3	0	3	0	0	1	1	1	6	2	0	0	0	0	0	1	0	1		0.89496	
daFDANAf{iRYVkh@`@@	6.5	20	potentiometric	a2/apparent		acidic	247	1; 1; 1; 1	4	253; 252; 243; 244	-0.40454695	-0.44874713	-5.986763853860136	24.67575308167801	-8.848603009894582	ZEZJPIDPVXJEME-UHFFFAOYSA-N	111.100	111.100	111.032029	-3.2371	-0.754	3	2	74.93	0.36541	57.43	-2.4469	1.404	11.424	-2.3057	none	none	none	none		0.625	0	0.62123	1	8	3	0	3	0	0	1	1	1	6	2	0	0	0	0	0	1	1	0		0.9032	
daFDBBABeInUnZjh@@	1.99	25	mean from 2	b/apparent		acidic	248	1; 1; 1; 1; 1	5	7721; 3074; 2664; 456; 249	-0.11772097	0.54909825	-19.455978900350217	2.0890000953163894	6.856116415008874	ONIBWKKTOPOVIA-UHFFFAOYSA-O	116.139	116.139	116.071154	-0.8102	-0.708	3	2	85.62	0.3957	53.91	-2.934	1.4921	9.5113	-0.54299	none	none	none	none		0.625	0.39787	0.7083	1	8	3	0	3	1	1	1	1	0	0	6	0	0	1	1	0	0	1	1	unknown chirality	0.95763	
daFDBBABeInUnZjjLH@	1.94	27	mean from 6	a1/apparent	RR1NH2+	acidic	249	1; 1; 1; 1; 1	5	7721; 3074; 2664; 456; 248	-0.117641166	0.5267984	-19.451683485235122	2.0893966530255605	6.855544329348355	ONIBWKKTOPOVIA-BYPYZUCNSA-O	116.139	116.139	116.071154	-0.8102	-0.708	3	2	85.62	0.3957	53.91	-2.934	1.494	9.5224	-0.5423	none	none	none	none		0.625	0.24263	0.7083	1	8	3	0	3	1	1	1	1	0	0	6	0	0	1	1	0	0	1	1	racemate	0.95769	
daFDBDCdeIeVf`@`@@	1.37	20	potentiometric	a1/apparent		acidic	252	1; 1; 1; 1	4	253; 243; 244; 247	-0.38010228	-0.4410458	-5.980511385656637	24.699758597129698	-8.8435170344184	ZEZJPIDPVXJEME-UHFFFAOYSA-O	112.108	112.108	112.039854	-1.6591	-0.754	3	3	73.75	0.35525	54.6	-2.585	1.5199	10.522	-1.0916	none	none	none	none		0.625	0	0.67701	1	8	3	0	3	0	0	1	1	1	6	2	0	0	0	0	0	1	1	0		0.90126	
